fin_year,flow,budget_category,budget_entry,flow_type,value
2014,income,Ministries and Departments,Finance and Revenue,Loan recovery,6647.976
2014,income,Ministries and Departments,Foreign Affairs,Other General Revenues,800
2014,income,Ministries and Departments,Health,Other General Revenues,11445.413
2014,income,Ministries and Departments,Health,Capital Receipts,3.1
2014,income,Ministries and Departments,Health,Foreign Aid,11415.909
2014,income,Ministries and Departments,Home Affairs,Other General Revenues,4541.383
2014,income,Ministries and Departments,Home Affairs,Capital Receipts,16038.5
2014,income,Ministries and Departments,Hotel and Tourism,Other General Revenues,22366.66
2014,income,Ministries and Departments,Immigration and Populations,Other General Revenues,14009.78
2014,income,Ministries and Departments,Immigration and Populations,Foreign Aid,980.909
2014,income,Ministries and Departments,Industry,Other General Revenues,1332.966
2014,income,Ministries and Departments,Industry,Capital Receipts,11550
2014,income,Ministries and Departments,Industry,Foreign Aid,720
2014,income,Ministries and Departments,Information,Other General Revenues,3820.035
2014,income,Ministries and Departments,"Labour, Employment and Social Security ",Other General Revenues,50.655
2014,income,Ministries and Departments,Licence fees on imports,Taxes,6000
2014,income,Ministries and Departments,Livestock and Fisheries,Other General Revenues,1127.543
2014,income,Ministries and Departments,Mines,Other General Revenues,2311.6
2014,income,Ministries and Departments,Myanmar lottery,Taxes,19985.034
2014,income,Ministries and Departments,National Planning and Economic Development,Other General Revenues,8617.184
2014,income,Ministries and Departments,National Planning and Economic Development,Capital Receipts,250.4
2014,income,Ministries and Departments,Pension and Rewards,Other General Revenues,5.4
2014,income,Ministries and Departments,Rail Transportation,Other General Revenues,5773.972
2014,income,Ministries and Departments,Religious Affairs,Other General Revenues,52.37
2014,income,Ministries and Departments,Sales on stamps,Taxes,31000
2014,income,Ministries and Departments,Science and Technology,Other General Revenues,1985.833
2014,income,Ministries and Departments,Science and Technology,Capital Receipts,5
2014,income,Ministries and Departments,Science and Technology,Foreign Aid,132
2014,income,Ministries and Departments,"Social Welfare, Relief and Resettlement",Other General Revenues,38.81
2014,income,Ministries and Departments,Sports,Other General Revenues,48.525
2014,income,Ministries and Departments,Sports,Capital Receipts,0.2
2014,income,Ministries and Departments,Sports,Foreign Aid,5
2014,income,Ministries and Departments,Tax on extracting from forest,Taxes,2213.547
2014,income,Ministries and Departments,Tax on extracting minerals,Taxes,4.847
2014,income,Ministries and Departments,Tax on income and property,Taxes,1264932.729
2014,income,Ministries and Departments,Tax on lakes,Taxes,4750
2014,income,Ministries and Departments,Tax on land,Taxes,176.689
2014,income,Ministries and Departments,Tax on rubber ,Taxes,0.5
2014,income,Ministries and Departments,Tax on trade,Taxes,1091082.237
2014,income,Ministries and Departments,Tax on water and irrigations,Taxes,1104.923
2014,income,Ministries and Departments,Taxes on SEEs,Receipts from SEEs,944897.333
2014,income,Ministries and Departments,Taxes on SEEs (2),Receipts from SEEs,3836.727
2014,income,Ministries and Departments,Transportation,Other General Revenues,69529.367
2014,income,Ministries and Departments,Transportation,Loan drawdown,3994.56
2014,income,Ministries and Departments,Transportation tax,Taxes,51863.63
2014,income,SEEs,SEEs under the Ministry Communication and Information Technology,Other General Revenues,539198
2014,income,SEEs,SEEs under the Ministry Communication and Information Technology,Loan drawdown,83799
2014,income,SEEs,SEEs under the Ministry of Agriculture and Irrigation,Other General Revenues,32200
2014,income,SEEs,SEEs under the Ministry of Co-operative,Other General Revenues,305
2014,income,SEEs,SEEs under the Ministry of Construction,Other General Revenues,343087.1
2014,income,SEEs,SEEs under the Ministry of Construction,Capital Receipts,221.779
2014,income,SEEs,SEEs under the Ministry of Construction,Foreign Aid,8692.683
2014,income,SEEs,SEEs under the Ministry of Electricity Power,Other General Revenues,1229757.623
2014,income,SEEs,SEEs under the Ministry of Electricity Power,Foreign Aid,9040
2014,income,SEEs,SEEs under the Ministry of Electricity Power,Loan drawdown,79793.72
2014,income,SEEs,SEEs under the Ministry of Energy,Other General Revenues,4096037.558
2014,income,SEEs,SEEs under the Ministry of Energy,Loan drawdown,245074.783
2014,income,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Other General Revenues,384880.98
2014,income,SEEs,SEEs under the Ministry of Finance and Revenue,Other General Revenues,707321.962
2014,income,SEEs,SEEs under the Ministry of Hotels and Tourism,Other General Revenues,9194.965
2014,income,SEEs,SEEs under the Ministry of Industry,Other General Revenues,259057.774
2014,income,SEEs,SEEs under the Ministry of Industry,Capital Receipts,57734.188
2014,income,SEEs,SEEs under the Ministry of Industry,Loan drawdown,293092.873
2014,income,SEEs,SEEs under the Ministry of Information,Other General Revenues,25323.454
2014,income,SEEs,SEEs under the Ministry of Livestock and Fisheries,Other General Revenues,20393.361
2014,income,SEEs,SEEs under the Ministry of Mines,Other General Revenues,303107.288
2014,income,SEEs,SEEs under the Ministry of Rail Transportation,Other General Revenues,79746.681
2014,income,SEEs,SEEs under the Ministry of Rail Transportation,Capital Receipts,63279.52
2014,income,SEEs,SEEs under the Ministry of Rail Transportation,Foreign Aid,450
2014,income,SEEs,SEEs under the Ministry of Rail Transportation,Loan drawdown,69002.115
2014,income,SEEs,SEEs under the Ministry of Transportation,Other General Revenues,99228.743
2014,income,Union Institutions,President,Other General Revenues,10
2014,income,Union Institutions,President,Capital Receipts,0.15
2014,income,Union Institutions,Union Attorney General,Other General Revenues,32.022
2014,income,Union Institutions,Union Attorney General,Capital Receipts,0.003
2014,income,Union Institutions,Union Civil Service Board,Other General Revenues,0.005
2014,income,Union Institutions,Union Election Commission,Other General Revenues,17.63
2014,income,Union Institutions,Union Government,Other General Revenues,2
2014,income,Union Institutions,Union Parliament,Other General Revenues,8.258
2014,income,Union Institutions,Union Supreme Court,Other General Revenues,10.69
2015,expenditure,CDC,Garrison City,General Expenditure,912.979
2015,expenditure,CDC,Garrison City,General Expenditure,38.602
2015,expenditure,CDC,Garrison City,Capital Expenditure,41.5
2015,expenditure,CDC,NPT,General Expenditure,5764.84
2015,expenditure,CDC,NPT,General Expenditure,1900
2015,expenditure,CDC,NPT,Aid,10711
2015,expenditure,CDC,NPT,Aid,1940
2015,expenditure,CDC,NPT,Capital Expenditure,112523.692
2015,expenditure,CDC,NPT,Capital Expenditure,7151.035
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,General Expenditure,202199.565
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,General Expenditure,2548.045
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,Interest payments,2370.632
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,Interest payments,327.69
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,Aid,82.884
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,Aid,40.666
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,Capital Expenditure,269688.189
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,Capital Expenditure,49267.904
2015,expenditure,Ministries and Departments,Agriculture and Irrigation,Expenditure for loans,9342.533
2015,expenditure,Ministries and Departments,Border Affairs,General Expenditure,15299.661
2015,expenditure,Ministries and Departments,Border Affairs,General Expenditure,1377.738
2015,expenditure,Ministries and Departments,Border Affairs,Interest payments,14.601
2015,expenditure,Ministries and Departments,Border Affairs,Aid,16023.282
2015,expenditure,Ministries and Departments,Border Affairs,Aid,25
2015,expenditure,Ministries and Departments,Border Affairs,Capital Expenditure,88154.017
2015,expenditure,Ministries and Departments,Border Affairs,Capital Expenditure,7332.171
2015,expenditure,Ministries and Departments,Border Affairs,Expenditure for loans,214.546
2015,expenditure,Ministries and Departments,Co-operative,General Expenditure,2942.721
2015,expenditure,Ministries and Departments,Co-operative,General Expenditure,72.514
2015,expenditure,Ministries and Departments,Co-operative,Interest payments,5328.75
2015,expenditure,Ministries and Departments,Co-operative,Interest payments,13.714
2015,expenditure,Ministries and Departments,Co-operative,Aid,3253.6
2015,expenditure,Ministries and Departments,Co-operative,Capital Expenditure,3604.378
2015,expenditure,Ministries and Departments,Co-operative,Capital Expenditure,479.121
2015,expenditure,Ministries and Departments,Co-operative,Borrowing,49000
2015,expenditure,Ministries and Departments,Co-operative,Borrowing,98000
2015,expenditure,Ministries and Departments,Commerce,General Expenditure,11592.372
2015,expenditure,Ministries and Departments,Commerce,General Expenditure,260.082
2015,expenditure,Ministries and Departments,Commerce,Interest payments,3.004
2015,expenditure,Ministries and Departments,Commerce,Aid,80.291
2015,expenditure,Ministries and Departments,Commerce,Aid,6.3
2015,expenditure,Ministries and Departments,Commerce,Capital Expenditure,3392.179
2015,expenditure,Ministries and Departments,Commerce,Capital Expenditure,912.205
2015,expenditure,Ministries and Departments,Commerce,Investment in Orgs,1838.35
2015,expenditure,Ministries and Departments,Commerce,Investment in Orgs,166.856
2015,expenditure,Ministries and Departments,Communication and Information Technology,General Expenditure,484.28
2015,expenditure,Ministries and Departments,Communication and Information Technology,Interest payments,22.05
2015,expenditure,Ministries and Departments,Communication and Information Technology,Aid,153.961
2015,expenditure,Ministries and Departments,Communication and Information Technology,Capital Expenditure,5870.303
2015,expenditure,Ministries and Departments,Construction,General Expenditure,87442.282
2015,expenditure,Ministries and Departments,Construction,Interest payments,101.321
2015,expenditure,Ministries and Departments,Construction,Aid,9.8
2015,expenditure,Ministries and Departments,Construction,Capital Expenditure,746300.353
2015,expenditure,Ministries and Departments,Construction,Capital Expenditure,30578.651
2015,expenditure,Ministries and Departments,Construction,Investment in Orgs,2000
2015,expenditure,Ministries and Departments,Culture,General Expenditure,6176.043
2015,expenditure,Ministries and Departments,Culture,General Expenditure,347.335
2015,expenditure,Ministries and Departments,Culture,Aid,0.9
2015,expenditure,Ministries and Departments,Culture,Capital Expenditure,15667.08
2015,expenditure,Ministries and Departments,Culture,Capital Expenditure,635.051
2015,expenditure,Ministries and Departments,Defence,General Expenditure,1150449.08
2015,expenditure,Ministries and Departments,Defence,General Expenditure,71019.204
2015,expenditure,Ministries and Departments,Defence,Interest payments,29.545
2015,expenditure,Ministries and Departments,Defence,Interest payments,3.464
2015,expenditure,Ministries and Departments,Defence,Capital Expenditure,1215128.36
2015,expenditure,Ministries and Departments,Defence,Capital Expenditure,177008.781
2015,expenditure,Ministries and Departments,Defence,Expenditure for loans,206.233
2015,expenditure,Ministries and Departments,Defence,Expenditure for loans,3.274
2015,expenditure,Ministries and Departments,Education,General Expenditure,873765.153
2015,expenditure,Ministries and Departments,Education,General Expenditure,13842.135
2015,expenditure,Ministries and Departments,Education,Interest payments,73.501
2015,expenditure,Ministries and Departments,Education,Aid,83.175
2015,expenditure,Ministries and Departments,Education,Capital Expenditure,268581.647
2015,expenditure,Ministries and Departments,Education,Capital Expenditure,2572.111
2015,expenditure,Ministries and Departments,Electric Power,General Expenditure,15179.237
2015,expenditure,Ministries and Departments,Electric Power,Interest payments,4725.353
2015,expenditure,Ministries and Departments,Electric Power,Capital Expenditure,94169.927
2015,expenditure,Ministries and Departments,Electric Power,Capital Expenditure,19600
2015,expenditure,Ministries and Departments,Electric Power,Borrowing,5468.481
2015,expenditure,Ministries and Departments,Electric Power,Expenditure for loans,1146.433
2015,expenditure,Ministries and Departments,Energy,General Expenditure,511.803
2015,expenditure,Ministries and Departments,Energy,General Expenditure,13.056
2015,expenditure,Ministries and Departments,Energy,Capital Expenditure,85.495
2015,expenditure,Ministries and Departments,Energy,Capital Expenditure,11
2015,expenditure,Ministries and Departments,Environmental Conservation and Forestry,General Expenditure,12872.439
2015,expenditure,Ministries and Departments,Environmental Conservation and Forestry,General Expenditure,832.616
2015,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Aid,306.19
2015,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Aid,4.729
2015,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Capital Expenditure,3590.06
2015,expenditure,Ministries and Departments,Environmental Conservation and Forestry,Capital Expenditure,3850.147
2015,expenditure,Ministries and Departments,Finance and Revenue,General Expenditure,19611.051
2015,expenditure,Ministries and Departments,Finance and Revenue,General Expenditure,1277.697
2015,expenditure,Ministries and Departments,Finance and Revenue,Interest payments,809562.151
2015,expenditure,Ministries and Departments,Finance and Revenue,Interest payments,6912.639
2015,expenditure,Ministries and Departments,Finance and Revenue,Aid,104834.801
2015,expenditure,Ministries and Departments,Finance and Revenue,Aid,0.741
2015,expenditure,Ministries and Departments,Finance and Revenue,Capital Expenditure,21026.045
2015,expenditure,Ministries and Departments,Finance and Revenue,Capital Expenditure,9716.7
2015,expenditure,Ministries and Departments,Finance and Revenue,Expenditure for loans,60337.175
2015,expenditure,Ministries and Departments,Finance and Revenue,Investment in Orgs,21196.39
2015,expenditure,Ministries and Departments,Finance and Revenue,Savings,0.305
2015,expenditure,Ministries and Departments,Foreign Affairs,General Expenditure,41921.192
2015,expenditure,Ministries and Departments,Foreign Affairs,General Expenditure,1752.176
2015,expenditure,Ministries and Departments,Foreign Affairs,Aid,4390.12
2015,expenditure,Ministries and Departments,Foreign Affairs,Capital Expenditure,24106.56
2015,expenditure,Ministries and Departments,Foreign Affairs,Capital Expenditure,22.578
2015,expenditure,Ministries and Departments,Health,General Expenditure,381178.267
2015,expenditure,Ministries and Departments,Health,General Expenditure,20220.082
2015,expenditure,Ministries and Departments,Health,Aid,1099.392
2015,expenditure,Ministries and Departments,Health,Capital Expenditure,270466.93
2015,expenditure,Ministries and Departments,Health,Capital Expenditure,36220.131
2015,expenditure,Ministries and Departments,Home Affairs,General Expenditure,203406.728
2015,expenditure,Ministries and Departments,Home Affairs,General Expenditure,2110.418
2015,expenditure,Ministries and Departments,Home Affairs,Interest payments,3.274
2015,expenditure,Ministries and Departments,Home Affairs,Aid,55.582
2015,expenditure,Ministries and Departments,Home Affairs,Capital Expenditure,104293.182
2015,expenditure,Ministries and Departments,Home Affairs,Capital Expenditure,37145.182
2015,expenditure,Ministries and Departments,Home Affairs,Expenditure for loans,36.282
2015,expenditure,Ministries and Departments,Hotel and Tourism,General Expenditure,3072.167
2015,expenditure,Ministries and Departments,Hotel and Tourism,General Expenditure,35.147
2015,expenditure,Ministries and Departments,Hotel and Tourism,Aid,115.98
2015,expenditure,Ministries and Departments,Hotel and Tourism,Aid,101.426
2015,expenditure,Ministries and Departments,Hotel and Tourism,Capital Expenditure,265.754
2015,expenditure,Ministries and Departments,Hotel and Tourism,Capital Expenditure,11
2015,expenditure,Ministries and Departments,Immigration and Populations,General Expenditure,13562.108
2015,expenditure,Ministries and Departments,Immigration and Populations,General Expenditure,1310.852
2015,expenditure,Ministries and Departments,Immigration and Populations,Capital Expenditure,3064.427
2015,expenditure,Ministries and Departments,Immigration and Populations,Capital Expenditure,316.205
2015,expenditure,Ministries and Departments,Industry,General Expenditure,5019.686
2015,expenditure,Ministries and Departments,Industry,Capital Expenditure,5655.213
2015,expenditure,Ministries and Departments,Industry,Capital Expenditure,90.144
2015,expenditure,Ministries and Departments,Information,General Expenditure,24196.36
2015,expenditure,Ministries and Departments,Information,General Expenditure,8.239
2015,expenditure,Ministries and Departments,Information,Capital Expenditure,31624.159
2015,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",General Expenditure,9161.469
2015,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",General Expenditure,409.29
2015,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",Aid,46.848
2015,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",Aid,1.172
2015,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",Capital Expenditure,2082.248
2015,expenditure,Ministries and Departments,"Labour, Employment and Social Security ",Capital Expenditure,67.612
2015,expenditure,Ministries and Departments,Livestock and Fisheries,General Expenditure,32408.523
2015,expenditure,Ministries and Departments,Livestock and Fisheries,General Expenditure,1635.619
2015,expenditure,Ministries and Departments,Livestock and Fisheries,Interest payments,43.493
2015,expenditure,Ministries and Departments,Livestock and Fisheries,Aid,73766.049
2015,expenditure,Ministries and Departments,Livestock and Fisheries,Aid,11560.992
2015,expenditure,Ministries and Departments,Livestock and Fisheries,Capital Expenditure,336710.504
2015,expenditure,Ministries and Departments,Livestock and Fisheries,Capital Expenditure,35686.128
2015,expenditure,Ministries and Departments,Livestock and Fisheries,Expenditure for loans,621.24
2015,expenditure,Ministries and Departments,Mines,General Expenditure,2518.119
2015,expenditure,Ministries and Departments,Mines,General Expenditure,19.403
2015,expenditure,Ministries and Departments,Mines,Capital Expenditure,167.19
2015,expenditure,Ministries and Departments,Mines,Capital Expenditure,86.9
2015,expenditure,Ministries and Departments,National Planning and Economic Development,General Expenditure,14617.047
2015,expenditure,Ministries and Departments,National Planning and Economic Development,General Expenditure,214.852
2015,expenditure,Ministries and Departments,National Planning and Economic Development,Interest payments,11.025
2015,expenditure,Ministries and Departments,National Planning and Economic Development,Aid,109.456
2015,expenditure,Ministries and Departments,National Planning and Economic Development,Aid,9.8
2015,expenditure,Ministries and Departments,National Planning and Economic Development,Capital Expenditure,10164.989
2015,expenditure,Ministries and Departments,National Planning and Economic Development,Capital Expenditure,1906.64
2015,expenditure,Ministries and Departments,Pension and Rewards,General Expenditure,412963.607
2015,expenditure,Ministries and Departments,Rail Transportation,General Expenditure,6638.136
2015,expenditure,Ministries and Departments,Rail Transportation,General Expenditure,157.859
2015,expenditure,Ministries and Departments,Rail Transportation,Capital Expenditure,1332.66
2015,expenditure,Ministries and Departments,Rail Transportation,Capital Expenditure,1170.154
2015,expenditure,Ministries and Departments,Religious Affairs,General Expenditure,7178.184
2015,expenditure,Ministries and Departments,Religious Affairs,General Expenditure,181.618
2015,expenditure,Ministries and Departments,Religious Affairs,Aid,4051.673
2015,expenditure,Ministries and Departments,Religious Affairs,Aid,108.524
2015,expenditure,Ministries and Departments,Religious Affairs,Capital Expenditure,1643.227
2015,expenditure,Ministries and Departments,Religious Affairs,Capital Expenditure,191.176
2015,expenditure,Ministries and Departments,Rewards and Lump Sum Pension,General Expenditure,36500.5
2015,expenditure,Ministries and Departments,Science and Technology,General Expenditure,45170.218
2015,expenditure,Ministries and Departments,Science and Technology,General Expenditure,374.828
2015,expenditure,Ministries and Departments,Science and Technology,Aid,90.818
2015,expenditure,Ministries and Departments,Science and Technology,Aid,2.473
2015,expenditure,Ministries and Departments,Science and Technology,Capital Expenditure,68304.137
2015,expenditure,Ministries and Departments,Science and Technology,Capital Expenditure,7934.976
2015,expenditure,Ministries and Departments,Social Security Board (MOL),General Expenditure,9199.06
2015,expenditure,Ministries and Departments,Social Security Board (MOL),Capital Expenditure,6640.438
2015,expenditure,Ministries and Departments,Social Security Board (MOL),Capital Expenditure,215.75
2015,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",General Expenditure,7600.388
2015,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",General Expenditure,903.902
2015,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Aid,1765.04
2015,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Aid,417.102
2015,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Capital Expenditure,5502.141
2015,expenditure,Ministries and Departments,"Social Welfare, Relief and Resettlement",Capital Expenditure,389.3
2015,expenditure,Ministries and Departments,Special Fund,General Expenditure,1.00E+05
2015,expenditure,Ministries and Departments,Sports,General Expenditure,10198.747
2015,expenditure,Ministries and Departments,Sports,General Expenditure,2297.814
2015,expenditure,Ministries and Departments,Sports,Aid,229.06
2015,expenditure,Ministries and Departments,Sports,Capital Expenditure,14633.875
2015,expenditure,Ministries and Departments,Transportation,General Expenditure,13520.591
2015,expenditure,Ministries and Departments,Transportation,General Expenditure,619.249
2015,expenditure,Ministries and Departments,Transportation,Interest payments,12450.073
2015,expenditure,Ministries and Departments,Transportation,Interest payments,4767.886
2015,expenditure,Ministries and Departments,Transportation,Aid,144.605
2015,expenditure,Ministries and Departments,Transportation,Capital Expenditure,71183.617
2015,expenditure,Ministries and Departments,Transportation,Capital Expenditure,4051.961
2015,expenditure,Ministries and Departments,Transportation,Expenditure for loans,753.554
2015,expenditure,SEEs,Central Bank of Myanmar,General Expenditure,346182.203
2015,expenditure,SEEs,Central Bank of Myanmar,Capital Expenditure,2759.745
2015,expenditure,SEEs,Central Bank of Myanmar,Capital Expenditure,10815.371
2015,expenditure,SEEs,SEEs under the Ministry Communication and Information Technology,General Expenditure,196021.299
2015,expenditure,SEEs,SEEs under the Ministry Communication and Information Technology,Capital Expenditure,365738.913
2015,expenditure,SEEs,SEEs under the Ministry Communication and Information Technology,Expenditure for loans,15019.722
2015,expenditure,SEEs,SEEs under the Ministry Communication and Information Technology,expenditure with own budget,209591.845
2015,expenditure,SEEs,SEEs under the Ministry of Agriculture and Irrigation,General Expenditure,45605.901
2015,expenditure,SEEs,SEEs under the Ministry of Agriculture and Irrigation,Capital Expenditure,142.46
2015,expenditure,SEEs,SEEs under the Ministry of Co-operative,General Expenditure,323.205
2015,expenditure,SEEs,SEEs under the Ministry of Co-operative,Capital Expenditure,14.237
2015,expenditure,SEEs,SEEs under the Ministry of Co-operative,expenditure with own budget,1.447
2015,expenditure,SEEs,SEEs under the Ministry of Co-operative,expenditure with own budget,1.958
2015,expenditure,SEEs,SEEs under the Ministry of Construction,General Expenditure,98492.111
2015,expenditure,SEEs,SEEs under the Ministry of Construction,Capital Expenditure,8652.265
2015,expenditure,SEEs,SEEs under the Ministry of Construction,Capital Expenditure,3662.101
2015,expenditure,SEEs,SEEs under the Ministry of Construction,Expenditure for loans,2569.87
2015,expenditure,SEEs,SEEs under the Ministry of Construction,Investment in Orgs,500
2015,expenditure,SEEs,SEEs under the Ministry of Construction,expenditure with own budget,201200.668
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,General Expenditure,288050.366
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,General Expenditure,13493.904
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,Capital Expenditure,509809.115
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,Capital Expenditure,94324.631
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,Expenditure for loans,24491.887
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,Expenditure for loans,387.931
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,expenditure with own budget,1250187.102
2015,expenditure,SEEs,SEEs under the Ministry of Electricity Power,expenditure with own budget,242972.428
2015,expenditure,SEEs,SEEs under the Ministry of Energy,General Expenditure,949503.981
2015,expenditure,SEEs,SEEs under the Ministry of Energy,General Expenditure,21484.727
2015,expenditure,SEEs,SEEs under the Ministry of Energy,Capital Expenditure,120360.256
2015,expenditure,SEEs,SEEs under the Ministry of Energy,Capital Expenditure,1314.924
2015,expenditure,SEEs,SEEs under the Ministry of Energy,Expenditure for loans,49256.997
2015,expenditure,SEEs,SEEs under the Ministry of Energy,Investment in Orgs,136612
2015,expenditure,SEEs,SEEs under the Ministry of Energy,Investment in Orgs,41314.934
2015,expenditure,SEEs,SEEs under the Ministry of Energy,expenditure with own budget,1967807.989
2015,expenditure,SEEs,SEEs under the Ministry of Energy,expenditure with own budget,85422.748
2015,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,General Expenditure,137310.615
2015,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,General Expenditure,111519.89
2015,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Capital Expenditure,180.569
2015,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Capital Expenditure,40
2015,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,Expenditure for loans,720
2015,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,expenditure with own budget,9503.843
2015,expenditure,SEEs,SEEs under the Ministry of Environmental Conservation and Forestry,expenditure with own budget,19536.037
2015,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,General Expenditure,349969.518
2015,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,General Expenditure,101268.014
2015,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,Capital Expenditure,26011.349
2015,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,Capital Expenditure,143
2015,expenditure,SEEs,SEEs under the Ministry of Finance and Revenue,Investment in Orgs,16620
2015,expenditure,SEEs,SEEs under the Ministry of Hotels and Tourism,expenditure with own budget,913.341
2015,expenditure,SEEs,SEEs under the Ministry of Industry,General Expenditure,164646.217
2015,expenditure,SEEs,SEEs under the Ministry of Industry,General Expenditure,7951.614
2015,expenditure,SEEs,SEEs under the Ministry of Industry,Capital Expenditure,352825.857
2015,expenditure,SEEs,SEEs under the Ministry of Industry,Capital Expenditure,49384.064
2015,expenditure,SEEs,SEEs under the Ministry of Industry,Expenditure for loans,16033.749
2015,expenditure,SEEs,SEEs under the Ministry of Industry,Expenditure for loans,30.858
2015,expenditure,SEEs,SEEs under the Ministry of Industry,expenditure with own budget,131023.494
2015,expenditure,SEEs,SEEs under the Ministry of Industry,expenditure with own budget,12871.315
2015,expenditure,SEEs,SEEs under the Ministry of Information,General Expenditure,8975.777
2015,expenditure,SEEs,SEEs under the Ministry of Information,General Expenditure,160.096
2015,expenditure,SEEs,SEEs under the Ministry of Information,Capital Expenditure,4942.831
2015,expenditure,SEEs,SEEs under the Ministry of Information,expenditure with own budget,14471.489
2015,expenditure,SEEs,SEEs under the Ministry of Information,expenditure with own budget,4035.236
2015,expenditure,SEEs,SEEs under the Ministry of Mines,General Expenditure,25597.861
2015,expenditure,SEEs,SEEs under the Ministry of Mines,General Expenditure,1066.361
2015,expenditure,SEEs,SEEs under the Ministry of Mines,Capital Expenditure,285.564
2015,expenditure,SEEs,SEEs under the Ministry of Mines,Capital Expenditure,103.817
2015,expenditure,SEEs,SEEs under the Ministry of Mines,expenditure with own budget,131658.553
2015,expenditure,SEEs,SEEs under the Ministry of Mines,expenditure with own budget,32064.655
2015,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,General Expenditure,86436.526
2015,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,General Expenditure,7445.072
2015,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,Capital Expenditure,147215.558
2015,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,Capital Expenditure,8461.689
2015,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,Expenditure for loans,15646.604
2015,expenditure,SEEs,SEEs under the Ministry of Rail Transportation,expenditure with own budget,40808.708
2015,expenditure,SEEs,SEEs under the Ministry of Transportation,General Expenditure,88968.345
2015,expenditure,SEEs,SEEs under the Ministry of Transportation,General Expenditure,42042.294
2015,expenditure,SEEs,SEEs under the Ministry of Transportation,Capital Expenditure,272299.594
2015,expenditure,SEEs,SEEs under the Ministry of Transportation,Expenditure for loans,4295.263
2015,expenditure,Union Institutions,A Myo thar Hluttaw,General Expenditure,6078.739
2015,expenditure,Union Institutions,A Myo thar Hluttaw,Capital Expenditure,11118.817
2015,expenditure,Union Institutions,A Myo thar Hluttaw,Capital Expenditure,130
2015,expenditure,Union Institutions,President,General Expenditure,14555.925
2015,expenditure,Union Institutions,President,Aid,747.871
2015,expenditure,Union Institutions,President,Capital Expenditure,19232.394
2015,expenditure,Union Institutions,Pyithu Hluttaw,General Expenditure,8423.349
2015,expenditure,Union Institutions,Pyithu Hluttaw,Capital Expenditure,10230.715
2015,expenditure,Union Institutions,Union Attorney General,General Expenditure,1418.483
2015,expenditure,Union Institutions,Union Attorney General,General Expenditure,213.135
2015,expenditure,Union Institutions,Union Attorney General,Capital Expenditure,176.235
2015,expenditure,Union Institutions,Union Attorney General,Capital Expenditure,53.828
2015,expenditure,Union Institutions,Union Auditor General,General Expenditure,2400.487
2015,expenditure,Union Institutions,Union Auditor General,General Expenditure,92.238
2015,expenditure,Union Institutions,Union Auditor General,Interest payments,7.35
2015,expenditure,Union Institutions,Union Auditor General,Capital Expenditure,2499.992
2015,expenditure,Union Institutions,Union Auditor General,Capital Expenditure,398
